dem_id,node,product,segment,bid,capacity
1,1,27,H,800.0,9534.89
2,2,27,H,800.0,15433.64
3,3,27,H,800.0,12747.15
4,4,27,H,800.0,21827.15
5,5,27,H,800.0,7829.06
6,6,27,H,800.0,9980.91
7,7,27,H,800.0,12134.24
8,8,27,H,800.0,4699.51
9,9,27,H,800.0,14893.09
10,10,27,H,800.0,17866.1
11,11,27,H,800.0,11307.17
12,12,27,H,800.0,8430.16
13,13,27,H,800.0,17671.15
14,14,27,H,800.0,12933.24
15,15,27,H,800.0,7117.2
16,16,27,H,800.0,19263.25
17,17,27,H,800.0,12556.63
18,18,27,H,800.0,9421.16
19,19,27,H,800.0,7207.29
20,20,27,H,800.0,10627.79
21,21,27,H,800.0,14980.23
22,22,27,H,800.0,16938.6
23,23,27,H,800.0,8625.11
24,24,27,H,800.0,5161.78
25,25,27,H,800.0,11264.34
26,26,27,H,800.0,11197.88
27,27,27,H,800.0,14590.33
28,28,27,H,800.0,8218.97
29,29,27,H,800.0,11329.32
30,30,27,H,800.0,4014.22
31,31,27,H,800.0,5058.39
32,32,27,H,800.0,6672.65
33,33,27,H,800.0,9357.66
34,34,27,H,800.0,12859.4
35,35,27,H,800.0,12977.55
36,36,27,H,800.0,8703.39
37,37,27,H,800.0,22821.11
38,38,27,H,800.0,20669.26
39,39,27,H,800.0,6730.25
40,40,27,H,800.0,5281.41
41,41,27,H,800.0,3566.72
42,42,27,H,800.0,13305.42
43,43,27,H,800.0,14732.11
44,44,27,H,800.0,16451.22
45,45,27,H,800.0,9416.73
46,46,27,H,800.0,3441.18
47,47,27,H,800.0,3426.42
48,48,27,H,800.0,8477.42
49,49,27,H,800.0,13503.32
50,50,27,H,800.0,11828.52
51,51,27,H,800.0,18521.84
52,52,27,H,800.0,4912.18
53,53,27,H,800.0,8656.13
54,54,27,H,800.0,10607.12
55,55,27,H,800.0,13492.99
56,56,27,H,800.0,10666.19
57,57,27,H,800.0,12280.45
58,58,27,H,800.0,18573.53
59,59,27,H,800.0,13191.7
60,60,27,H,800.0,7554.36
61,61,27,H,800.0,14401.28
62,62,27,H,800.0,10825.7
63,63,27,H,800.0,11691.16
64,64,27,H,800.0,12667.4
65,65,27,H,800.0,8202.72
66,66,27,H,800.0,11772.39
67,67,27,H,800.0,6359.54
68,68,27,H,800.0,8118.54
69,69,27,H,800.0,11042.8
70,70,27,H,800.0,9248.37
71,71,27,H,800.0,6420.1
72,72,27,H,800.0,11711.84
73,1,27,M,500.0,17877.91
74,2,27,M,500.0,28938.07
75,3,27,M,500.0,23900.91
76,4,27,M,500.0,40925.91
77,5,27,M,500.0,14679.49
78,6,27,M,500.0,18714.21
79,7,27,M,500.0,22751.69
80,8,27,M,500.0,8811.57
81,9,27,M,500.0,27924.55
82,10,27,M,500.0,33498.93
83,11,27,M,500.0,21200.94
84,12,27,M,500.0,15806.56
85,13,27,M,500.0,33133.4
86,14,27,M,500.0,24249.83
87,15,27,M,500.0,13344.74
88,16,27,M,500.0,36118.59
89,17,27,M,500.0,23543.68
90,18,27,M,500.0,17664.68
91,19,27,M,500.0,13513.66
92,20,27,M,500.0,19927.11
93,21,27,M,500.0,28087.93
94,22,27,M,500.0,31759.88
95,23,27,M,500.0,16172.09
96,24,27,M,500.0,9678.33
97,25,27,M,500.0,21120.64
98,26,27,M,500.0,20996.02
99,27,27,M,500.0,27356.86
100,28,27,M,500.0,15410.56
101,29,27,M,500.0,21242.48
102,30,27,M,500.0,7526.67
103,31,27,M,500.0,9484.49
104,32,27,M,500.0,12511.22
105,33,27,M,500.0,17545.61
106,34,27,M,500.0,24111.37
107,35,27,M,500.0,24332.9
108,36,27,M,500.0,16318.86
109,37,27,M,500.0,42789.57
110,38,27,M,500.0,38754.86
111,39,27,M,500.0,12619.21
112,40,27,M,500.0,9902.64
113,41,27,M,500.0,6687.6
114,42,27,M,500.0,24947.66
115,43,27,M,500.0,27622.7
116,44,27,M,500.0,30846.04
117,45,27,M,500.0,17656.38
118,46,27,M,500.0,6452.22
119,47,27,M,500.0,6424.53
120,48,27,M,500.0,15895.17
121,49,27,M,500.0,25318.73
122,50,27,M,500.0,22178.47
123,51,27,M,500.0,34728.45
124,52,27,M,500.0,9210.34
125,53,27,M,500.0,16230.24
126,54,27,M,500.0,19888.35
127,55,27,M,500.0,25299.35
